ID,Punto de Medición,Estado,MES,Año,hora,Caudal acumulado anterior                       (m3 ) ,Caudal acumulado                   (m3 ),Lectura registro                ( L/s),"M1, M2, M3, M4, M5, MA"
SRM52,"Salida Tanque San Isidro Oeste 6""",,6,2023,PM,"1,843,074.00","1,902,603.00",, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,6,2023,PM,"1,365,596.00","1,389,783.00",11.67, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,6,2023,AM,"4,279,939.00","4,335,824.00",27.18, MA 
SIM17,Cementerio  Bunt Planet,,6,2023,AM,"1,008,918.60","1,029,636.50",8.92, MA 
SIM18,Mas x Menos Bunt Planet,,6,2023,AM,"1,604,222.40","1,641,447.40",17.36, MA 
SIM19,Cruz Roja Bunt Planet,Punto Sin Macromedidor,6,2023,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,6,2023,AM,"668,144.00","683,434.00", FOP , MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,6,2023,AM,"2,844,728.00","2,900,592.00",27.53, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,6,2023,AM,"1,845,918.00","1,874,281.00",15.89, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,6,2023,AM,"469,049.00","503,222.00",15.23, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,6,2023,AM,"3,318,846.00","3,397,170.00",40.23, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",,6,2023,AM,"1,579,892.00","1,712,461.00",45.2, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,6,2023,AM,"12,404,946.00","12,588,312.00",61.74, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,6,2023,AM,"579,299.89","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",Macromedidor en mal estado,6,2023,AM,"1,841,285.00",,14.95, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Punto Sin Macromedidor,6,2023,AM,,,, MA 
,Iris Hernández,,6,2023,AM,"642,614.00","669,304.00",16.02, M1  
PEND,Derivación ASADA San Pedro de Barva,,6,2023,,,,, M2  
BM09,Botho Steinvorth,,6,2023,AM,"3,578,048.40","3,606,349.60",22.44, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,6,2023,AM,"2,274,263.00","2,306,051.00",16.14, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,6,2023,AM,"6,498,434.50","6,620,374.40",53.13, MA 
,29 Catarata,,6,2023,AM,"447,988.00","477,611.00",13.22,
BM16,Arrieta,,6,2023,AM,"4,482,103.80","4,538,774.20",37.33, MA 
,La Anexa,,6,2023,AM,"271,227.00","285,427.00",6.21, M1 
BM03,Carlos Steinvorth,,6,2023,AM,"4,013,315.20","4,040,244.00",14, MA 
,29 A,,6,2023,AM,"111,882.00","114,537.00",15.46, M1 
BM14,Sacramento,,6,2023,AM,"3,834,990.00","3,869,991.00",24.21, MA 
BM19,"Marin Cañas Electromagnetico 2""",,6,2023,PM,"222,181.00","224,405.00",1.12, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,6,2023,PM,"12,534,738.00","12,631,809.00",79.78, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,6,2023,AM,"6,587,759.00","6,641,310.00",23.35, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,6,2023,AM,"7,983,899.00","8,005,003.00",16.43, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,6,2023,PM,"10,012,882.00","10,152,773.00",90.6, MA 
BM10,"El Higueron 8""  (6"")",,6,2023,PM,"7,662,011.00","7,732,633.00",32.97, MA 
BM11,"LA Gemela #1 (6"")",,6,2023,PM,"4,083,030.00","4,090,831.00",3.23, MA 
BM12,"LA Gemela #2  (6"")",,6,2023,PM,"7,132,270.00","7,185,033.00",22.62, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,6,2023,PM,,,21.25, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,6,2023,AM,"411,444.00","482,125.00",26.7, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,6,2023,AM,"3,044,328.00","3,159,325.00",59, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,6,2023,AM,"2,038,300.00","2,096,051.00",24.66, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,6,2023,AM,"1,798,743.00","1,849,647.80",23.65, MA 
SR54,Mata Plátano,,6,2023,AM,"223,571.30","244,964.78",9.55, MA 
BM25,"Sacramento 3""",,6,2023,AM,"207,292.00","220,570.00",5.58,
SM58,Tanque Chilillal Rebombeo,,6,2023,AM,"14,732.00","15,474.70", FOP ,
SPM01,"Pozo Miraflores        ( 8"" )",,7,2023,AM,"3,482,162.00","3,522,859.00", FOP , MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,7,2023,AM,"6,422,149.00","6,547,350.00",51.7, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",,7,2023,AM,"13,710.00","18,427.00", FOP , MA 
HM07,Pozo Real Santamaría,,7,2023,AM,"18,420,088.00","18,558,821.00",72.57, MA 
HM17,"Pozo Trebol (8"")",,7,2023,AM,"5,468,117.00","5,621,652.00",73.4, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,7,2023,AM,"1,034,313.10","1,048,100.30", FOP , MA 
HM12,"Pozo Granada ( 10"" )",,7,2023,AM,"4,732,675.00","4,810,506.00",33.6, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,7,2023,PM,"156,777.00","156,777.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,7,2023,PM,"135,777.00","135,777.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,7,2023,AM,"552,808.50","667,864.52",47.16, MA 
HM22,Medidor para venta de agua Malinches,,7,2023,AM,"1,030.18","1,030.18",, MA 
HM14,"Pozo Malinches  II  ( 6"" )",,7,2023,AM,"2,766,972.25","2,974,730.13",83.69, M2 
HM06,"Pozo San Vicente        ( 10"" )",,7,2023,AM,"1,767,573.00","2,004,659.00",106.32, MA 
HM18,"Pozo Claretiano         ( 10"" )",,7,2023,AM,"6,937,389.00","7,047,410.00",48.6, MA 
HM19,"Pozo Boruca (8"")",Macromedidor en mal estado,7,2023,AM, FOP ,, FOP , MA 
BM17,"Pozo Malinches Real  ( 8"" )",,7,2023,AM,"1,673,814.00","1,736,799.00", FOP , MA 
SRM28,"Pozo Los Altos I  ( 4"" )",,7,2023,AM,"544,579.00","574,948.00",13.05, MA 
SRM37,Pozo Los Altos II ,,7,2023,AM,"2,160,007.70","2,226,717.70",29.65, MA 
SRM32,"Pozo Matasanos      ( 4"" )",,7,2023,AM,"591,199.00","608,359.00", FOP , MA 
SRM26,Pozo Joya 1,,7,2023,AM,"640,082.31","652,749.78",5.27, MA 
SRM33,Pozo Joya 2,,7,2023,AM,"3,792,630.00","3,846,999.60",23.93, MA 
HM13,"Pozo Joya 3 (8"")",,7,2023,AM,"2,997,063.00","3,067,294.00",34.9, MA 
SRM30,"Pozo Santiago ( 8"" )",,7,2023,AM,"2,054,069.00","2,088,198.00", FOP , MA 
SRM25,"Pozo Burial       ( 6"" )",,7,2023,AM,"2,096,373.00","2,156,221.00",31.5, MA 
SRM12,"Pozo Highland Ranch (3"")",Macromedidor en mal estado,7,2023,AM, FOP ,,11.9, MA 
SIM04,Pozo Santa Cruz I        ,,7,2023,AM,"1,826,277.80","1,832,144.70", FOP , MA 
SIM02,"Pozo Santa Cruz II (8"")",,7,2023,AM,"660,157.05","727,710.16",45.06, MA 
,Pozo Vilaseca,,7,2023,AM,"295,550.67","310,044.83", FOP , MA 
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,7,2023,,,,,
SIM12,"Mata Maiz Llegando al Tanque 4""",,7,2023,AM,"883,091.00","909,603.00",6.91, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,7,2023,AM,"1,100,050.00","1,119,702.00",7.53, MA 
SIM14,"Limpieza Tanque Victoria 8""",,7,2023,AM,"19,829.00","19,829.00", FOP , MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,7,2023,AM,"1,799,537.00","1,844,307.00", FOP , MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,7,2023,AM,"978,782.70","990,400.07",20.38, MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,7,2023,AM,"20,793.33","20,985.97",0.17, MA 
PEND,"Victoria Saliendo 6""",,7,2023,AM,"2,298,303.00","2,386,085.00",40.53, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,7,2023,AM,"645,128.00","647,187.00", FOP , MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,7,2023,AM,"604,288.00","618,381.00",1.15, MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,7,2023,AM,"584,390.00","597,641.00",1.13, MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,7,2023,AM,"242,261.00","242,261.00", FOP , MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,7,2023,AM,"152,323.00","168,617.00", FOP , MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Linea fuera de Operación,7,2023,AM,"225,923.00",,, MA 
SRM51,Breña Mora Entrada Planta,,7,2023,AM,"1,766,082.10","1,802,200.40",12.9, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,7,2023,?,"1,552,954.70","1,584,899.20",21.6, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,7,2023,?,"225,923.00","235,517.00", FOP , MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,7,2023,?,"18,049.00","18,057.00", FOP , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,7,2023,?,"30,664.00","31,386.00",0.9, MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,7,2023,?,"464,679.00","498,241.00",15.57, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,7,2023,?,"1,676,786.00","1,722,815.00",1.19, MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,7,2023,?,"1,902,603.00","1,965,078.00",32.72, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,7,2023,AM,"1,389,783.00","1,414,777.00",13.58, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,7,2023,AM,"4,335,824.00","4,393,886.00",30.56, MA 
SIM17,Cementerio  Bunt Planet,,7,2023,AM,"1,029,636.50","1,051,094.30",9.66, MA 
SIM18,Mas x Menos Bunt Planet,,7,2023,AM,"1,641,447.40","1,680,758.80",17.1, MA 
SIM19,Cruz Roja Bunt Planet,Punto Sin Macromedidor,7,2023,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,7,2023,AM,"683,434.00","707,859.00",7.44, MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,7,2023,AM,"2,900,592.00","2,974,595.00",23.25, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,7,2023,AM,"1,874,281.00","1,920,401.00",16.73, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,7,2023,AM,"503,222.00","544,062.00",7.92, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,7,2023,AM,"3,397,170.00","3,515,494.00",33.2, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",Macromedidor en mal estado,7,2023,AM,"1,712,461.00",,, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,7,2023,AM,"12,588,312.00","12,739,196.00",86.4, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,7,2023,AM,"579,299.89","579,299.89", FOP , MA 
SRM42,"Conducción Noventa a Palmar (4"")",Macromedidor en mal estado,7,2023,AM,"184,128.50","1,251,177.60",16.09, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Punto Sin Macromedidor,7,2023,,,,, MA 
,Iris Hernández,,7,2023,AM,"669,304.00","721,662.00",11.42, M1  
PEND,Derivación ASADA San Pedro de Barva,,7,2023,,,,, M2  
BM09,Botho Steinvorth,,7,2023,AM,"3,606,349.60","3,666,269.70",20.54, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,7,2023,AM,"2,306,051.00","2,343,336.00",7.91, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,7,2023,AM,"6,620,374.40","6,777,825.00",66.93, MA 
,29 Catarata,,7,2023,AM,"477,611.00","516,031.00",12.73,
BM16,Arrieta,,7,2023,AM,"4,538,774.20","4,612,253.10",26.53, MA 
,La Anexa,,7,2023,AM,"285,427.00","300,787.00",5.61, M1 
BM03,Carlos Steinvorth,,7,2023,AM,"4,040,244.00","4,082,977.00",13.55, MA 
,29 A,,7,2023,AM,"114,537.00","114,537.00",9.07, M1 
BM14,Sacramento,,7,2023,AM,"3,869,991.00","3,932,977.00",25.05, MA 
BM19,"Marin Cañas Electromagnetico 2""",,7,2023,AM,"224,405.00","226,967.00",1.4, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,7,2023,AM,"12,631,809.00","12,871,205.00",80.56, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,7,2023,AM,"6,641,310.00","6,707,004.00",27.28, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,7,2023,AM,"8,005,003.00","8,042,893.00",12.07, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,7,2023,AM,"10,152,773.00","10,407,234.00",85.5, MA 
BM10,"El Higueron 8""  (6"")",,7,2023,AM,"7,732,633.00","7,821,160.00",38.78, MA 
BM11,"LA Gemela #1 (6"")",,7,2023,AM,"4,090,831.00","4,106,121.00",6.81, MA 
BM12,"LA Gemela #2  (6"")",,7,2023,AM,"7,185,033.00","7,265,329.00",40.28, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,7,2023,AM,,,17.34, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,7,2023,AM,"482,125.00","555,056.00",26.76, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,7,2023,AM,"3,159,325.00","3,322,449.00",55.06, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,7,2023,PM,"2,096,051.00","2,159,530.00",23.57, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,7,2023,PM,"1,849,647.80","1,907,488.00",22.7, MA 
SR54,Mata Plátano,,7,2023,AM,"244,964.78","270,657.00",4.02, MA 
BM25,"Sacramento 3""",,7,2023,AM,"220,570.00","234,736.00",5.33,
SM58,Tanque Chilillal Rebombeo,,7,2023,AM,"15,474.70","18,144.00", FOP ,
SPM01,"Pozo Miraflores        ( 8"" )",,8,2023,PM,"3,522,859.00","3,537,214.00", FOP , MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,8,2023,PM,"6,547,350.00","6,677,432.00",50.2, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",,8,2023,PM,"18,427.00","18,433.00", -   , MA 
HM07,Pozo Real Santamaría,,8,2023,PM,"18,558,821.00","18,618,896.00",71.37, MA 
HM17,"Pozo Trebol (8"")",,8,2023,PM,"5,621,652.00","5,743,350.00",70.5, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,8,2023,PM,"1,048,100.30","1,067,395.70",19.74, MA 
HM12,"Pozo Granada ( 10"" )",,8,2023,AM,"4,810,506.00","4,894,207.00",35.5, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,8,2023,AM,"156,777.00","156,774.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,8,2023,AM,"135,777.00","135,781.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,8,2023,AM,"667,864.52","778,049.64",47, MA 
HM22,Medidor para venta de agua Malinches,,8,2023,AM,"1,030.18","1,060.39",, MA 
HM14,"Pozo Malinches  II  ( 6"" )",,8,2023,AM,"2,974,730.13","3,196,104.80",83.5, M2 
HM06,"Pozo San Vicente        ( 10"" )",,8,2023,PM,"2,004,659.00","2,217,538.00",102.76, MA 
HM18,"Pozo Claretiano         ( 10"" )",,8,2023,AM,"7,047,410.00","7,170,193.00",44.7, MA 
HM19,"Pozo Boruca (8"")",Macromedidor en mal estado,8,2023,AM,,,, MA 
BM17,"Pozo Malinches Real  ( 8"" )",,8,2023,AM,"1,736,799.00","1,804,674.00",28.79, MA 
SRM28,"Pozo Los Altos I  ( 4"" )",,8,2023,PM,"574,948.00","590,468.91", FOP , MA 
SRM37,Pozo Los Altos II ,,8,2023,PM,"2,226,717.70","2,302,215.40",29.54, MA 
SRM32,"Pozo Matasanos      ( 4"" )",,8,2023,PM,"608,359.00","618,023.00",9.28, MA 
SRM26,Pozo Joya 1,,8,2023,PM,"652,749.78","663,173.26",6, MA 
SRM33,Pozo Joya 2,,8,2023,PM,"3,846,999.60","3,895,506.20",25.25, MA 
HM13,"Pozo Joya 3 (8"")",,8,2023,PM,"3,067,294.00","3,142,159.00",34.9, MA 
SRM30,"Pozo Santiago ( 8"" )",,8,2023,PM,"2,088,198.00","2,154,982.00",30.5, MA 
SRM25,"Pozo Burial       ( 6"" )",,8,2023,PM,"2,156,221.00","2,168,416.00",31.32, MA 
SRM12,"Pozo Highland Ranch (3"")",,8,2023,AM,,816.78, FOP , MA 
SIM04,Pozo Santa Cruz I        ,,8,2023,AM,"1,832,144.70","1,839,220.10", FOP , MA 
SIM02,"Pozo Santa Cruz II (8"")",,8,2023,AM,"727,710.16","802,184.55",44.79, MA 
,Pozo Vilaseca,,8,2023,AM,"310,044.83","333,804.84",54.84, MA 
,Rebombeo Vilaseca  Rebombeo Chizos,Punto Sin Macromedidor,8,2023,AM,,"9,586.49",33.09,
SIM12,"Mata Maiz Llegando al Tanque 4""",,8,2023,PM,"909,603.00","932,247.00",4.64, MA 
SIM13,"Mata Caña llegando al Tanque 4""",,8,2023,PM,"1,119,702.00","1,140,934.00",6.11, MA 
SIM14,"Limpieza Tanque Victoria 8""",,8,2023,PM,"19,829.00","19,829.00", -   , MA 
SIM01,"Tanque Succion  tanque Victoria 6""",,8,2023,PM,"1,844,307.00","1,887,057.00",29.15, MA 
SIM09,"Rebombeo Chizos t. victoria 6""",,8,2023,PM,"990,400.07","1,005,587.80",16.2, MA 
SIM10,"Rebombeo Victoria  hacia el norte 4""",,8,2023,PM,"20,985.97","21,193.22", -   , MA 
PEND,"Victoria Saliendo 6""",,8,2023,PM,"2,386,085.00","2,484,653.00",37.77, MA 
SIM16,"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")",,8,2023,PM,"347,187.00","356,022.00",15.37, MA 
SIM05,"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")",,8,2023,PM,"618,381.00","628,929.00", -   , MA 
SIM08,"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")",,8,2023,PM,"597,641.00","607,688.00", -   , MA 
SIM06,"Fuente Yurro Hondo T Chilillal (4"")",,8,2023,PM,"242,261.00","244,080.00", -   , MA 
SIM07,"Fuente Tranqueras T Chilillal (4"")",,8,2023,PM,"168,617.00","177,209.00", -   , MA 
SRM04,Entrada Predio  Breña Mora (Estación Esquina),Linea fuera de Operación,8,2023,,,,, MA 
SRM51,Breña Mora Entrada Planta,,8,2023,AM,"1,802,200.40","1,837,082.00",9.4, MA 
SRM50,Breña Mora Salida Planta Tratamiento,,8,2023,AM,"1,584,899.20","1,617,164.00",21.9, MA 
PEND,Salida Tanque Breña Mora  Tanque San Isidro,,8,2023,AM,"235,517.00","245,771.00", -   , MA 
SRM46,"Rebombeo T Sn Isidro  T Breña Mora (6"")",,8,2023,AM,"18,057.00","18,214.00", -   , MA 
SRM47,"Rebombeo T Breña Mora hacia el Norte 4""",,8,2023,AM,"31,386.00","32,124.00", -   , MA 
SRM19,Entrada Chorreras I a Tanque San Isidro,,8,2023,AM,"498,241.00","545,683.00",15.49, MA 
SRM18,Entrada Chorreras II a Tanque San Isidro,,8,2023,AM,"1,722,815.00","1,743,000.00", -   , MA 
SRM52,"Salida Tanque San Isidro Oeste 6""",,8,2023,AM,"1,965,078.00","2,030,441.00",30.63, MA 
SRM27,Salida Tanq San Isidro a San Francisco Bunt Planet,,8,2023,AM,"1,414,777.00","1,441,853.00",11.7, MA 
SRM29,Salida Pricipal Tanque San Isidro Bunt Planet,,8,2023,AM,"4,393,886.00","4,455,340.00",27.93, MA 
SIM17,Cementerio  Bunt Planet,,8,2023,AM,"1,051,094.30","1,071,276.00",8.09, MA 
SIM18,Mas x Menos Bunt Planet,,8,2023,AM,"1,680,758.80",,, MA 
SIM19,Cruz Roja Bunt Planet,Punto Sin Macromedidor,8,2023,,,,, MA 
SIM53,Entrada al Tanque San Francisco (T4),,8,2023,AM,"707,859.00","726,906.00", FOP , MA 
SRM01,"Presa Concepción Cieneguita  (Cienega Norte) (4"")",,8,2023,AM,"2,974,595.00","3,028,638.00",10.08, MA 
SRM48,Caja a la Entrada de T Cienega Sur Nuevo,,8,2023,AM,"1,920,401.00","1,954,971.00",10.54, MA 
SRM49,Caja a la Entrada de T Cienega Sur Nuevo,,8,2023,AM,"544,062.00","572,861.00",11.99, MA 
SRM11,Tanque ChamacoEntrada del Tirol,,8,2023,AM,"3,515,494.00","3,611,063.00",21.45, MA 
SRM07,"Cond Tanq. Chaverri T 90 Linea I  (8"")",Macromedidor en mal estado,8,2023,AM,,"1,854,122.00",61.17, MA 
SRM08,"Cond Tanq. Chaverri T90 Linea II  (8"")",,8,2023,AM,"12,739,196.00","12,931,832.00",64.28, MA 
SRM09,"Chaverri cinlindrico 90 Final ( 8"" )",Linea fuera de Operación,8,2023,,,"579,299.89", -   , MA 
SRM42,"Conducción Noventa a Palmar (4"")",,8,2023,AM,"1,251,177.60","12,875,014.00",15.19, MA 
SRM05,"Vertedero Tanque Noventa (18"") (Intrusivo)",Punto Sin Macromedidor,8,2023,,,,, MA 
,Iris Hernández,,8,2023,AM,"721,662.00","758,175.00",11.43, M1  
PEND,Derivación ASADA San Pedro de Barva,,8,2023,,,,, M2  
BM09,Botho Steinvorth,,8,2023,AM,"3,666,269.70","3,707,082.10",12.65, MA 
BM08,Llegada de las 29 al Tanque Steinvorth,,8,2023,AM,"2,343,336.00","2,370,187.00",11.54, MA 
BM21,"Conducción Flores al Tirol (8"") Saliendo",,8,2023,AM,"6,777,825.00","6,932,079.40",45.96, MA 
,29 Catarata,,8,2023,AM,"516,031.00","542,106.00",5.5,
BM16,Arrieta,,8,2023,AM,"4,612,253.10","4,685,749.10",24.46, MA 
,La Anexa,,8,2023,AM,"300,787.00","316,440.70",5.29, M1 
BM03,Carlos Steinvorth,,8,2023,AM,"4,082,977.00","4,124,844.90",14.77, MA 
,29 A,,8,2023,AM,"114,537.00","116,273.00",16.22, M1 
BM14,Sacramento,,8,2023,AM,"3,932,977.00","3,996,630.00",22.96, MA 
BM19,"Marin Cañas Electromagnetico 2""",,8,2023,PM,"226,967.00","229,299.00",0.85, MA 
BM13,"Llegada al Tanque Marin Cañas  ( 6"")",,8,2023,PM,"12,871,205.00","13,050,790.00",75.03, MA 
BM20,"Chorreras a San Isidro  II  (6"")  J",,8,2023,AM,"6,707,004.00","6,768,453.00",17.76, MA 
BM18,"Chorreras a San Isidro I  (6"")    J",,8,2023,AM,"8,042,893.00","8,077,837.00",12.95, MA 
BM15,"Marin Cañas Chorreras  ( 8"")",,8,2023,AM,"10,407,234.00","10,617,759.00",78.2, MA 
BM10,"El Higueron 8""  (6"")",,8,2023,AM,"7,821,160.00","7,921,334.00",34.41, MA 
BM11,"LA Gemela #1 (6"")",,8,2023,AM,"4,106,121.00","4,124,821.00",6.97, MA 
BM12,"LA Gemela #2  (6"")",,8,2023,AM,"7,265,329.00","7,362,777.00",30.06, MA 
BM06,Chorreras Naciente 350 mm  (Intrusivo),Punto Sin Macromedidor,8,2023,PM,,,21.48, M2 
SRM20,"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)",,8,2023,AM,"555,056.00","627,039.00",27.56, MA 
SRM21,"Conducción Flores al Tirol (6"") Llegando",,8,2023,AM,"3,322,449.00","3,456,598.00",52.5, M1 
SRM24,"Purificador Chalet Ingreso  Sn Rafael (6"")",,8,2023,AM,"2,159,530.00","2,226,917.00",26.9, MA 
SRM23,"Purificador Chalet Salida  Sn Rafael (6"")",,8,2023,AM,"1,907,488.00","1,969,171.00",26.63, MA 
SR54,Mata Plátano,,8,2023,AM,"270,657.00","283,373.29",3.93, MA 
BM25,"Sacramento 3""",,8,2023,AM,"234,736.00","248,666.50",5.39,
SM58,Tanque Chilillal Rebombeo,,8,2023,PM,"18,144.00","22,177.00", FOP ,
SPM01,"Pozo Miraflores        ( 8"" )",,9,2023,AM,"3,537,214.00","3,620,765.00",53, MA 
HM26,"Pozo La Esperanza I A ( 6"" )",,9,2023,AM,"6,677,432.00","6,815,835.00",52.1, MA 
HM15,"Pozo La Esperanza II  ( 6"" )",,9,2023,PM,"18,433.00","18,433.00", FOP , MA 
HM07,Pozo Real Santamaría,,9,2023,PM,"18,618,896.00","18,801,153.00",62.5, MA 
HM17,"Pozo Trebol (8"")",,9,2023,AM,"5,743,350.00","5,927,534.00",70.3, MA 
HM10,"Pozo Monte Alegre ( 6"" )",,9,2023,AM,"1,067,395.70","1,077,995.58", FOP , MA 
HM12,"Pozo Granada ( 10"" )",,9,2023,AM,"4,894,207.00","4,980,422.00",32.6, MA 
HM21,"Pozo Aurora II  ( 4"" )",Pozo Apagado,9,2023,AM,"156,774.00","156,775.00", FOP , MA 
HM20,"Pozo Aurora III  ( 4"" )",Pozo Apagado,9,2023,AM,"135,781.00","135,781.00", FOP , MA 
HM11,"Pozo Malinches   I ( 6"" )",,9,2023,AM,"778,049.64","901,606.75",47, MA 
HM22,Medidor para venta de agua Malinches,,9,2023,AM,"1,060.39","1,060.39", FOP , MA 
HM14,"Pozo Malinches  II  ( 6"" )",,9,2023,AM,"3,196,104.80","3,419,302.54",83.9, M2 
HM06,"Pozo San Vicente        ( 10"" )",,9,2023,AM,"2,217,538.00","2,481,813.00",105.32, MA 
HM18,"Pozo Claretiano         ( 10"" )",,9,2023,AM,"7,170,193.00","7,289,175.00",45, MA 
HM19,"Pozo Boruca (8"")",Macromedidor en mal estado,9,2023,AM,,,, MA 
BM17,"Pozo Malinches Real  ( 8"" )",,9,2023,AM,"1,804,674.00","1,877,358.00",28.65, MA 
SRM28,"Pozo Los Altos I  ( 4"" )",Macromedidor en mal estado,9,2023,AM,"590,468.91",,12.61, MA 
SRM37,Pozo Los Altos II ,,9,2023,AM,"2,302,215.40","2,381,522.00",30.01, MA 
SRM32,"Pozo Matasanos      ( 4"" )",,9,2023,AM,"618,023.00","640,551.00",8.21, MA 
SRM26,Pozo Joya 1,Macromedidor en mal estado,9,2023,PM,"663,173.26","678,019.07",5.95, MA 
SRM33,Pozo Joya 2,,9,2023,PM,"3,895,506.20","3,962,603.30",25.46, MA 
HM13,"Pozo Joya 3 (8"")",,9,2023,PM,"3,142,159.00","3,234,084.00",34.9, MA 
SRM30,"Pozo Santiago ( 8"" )",,9,2023,AM,"2,154,982.00","2,229,219.00",30.7, MA 
SRM25,"Pozo Burial       ( 6"" )",,9,2023,AM,"2,168,416.00","2,238,329.00",31.53, MA 
SRM12,"Pozo Highland Ranch (3"")",,9,2023,AM,816.78,"20,300.00", FOP , MA 
SIM04,Pozo Santa Cruz I        ,,9,2023,PM,"1,839,220.10","1,850,224.40", FOP , MA 
